review,label
"Pain: ""I&#039;ve used percocet for pain in the past (several nasty dental surgeries). I couldn&#039;t help but notice one user&#039;s comment that it helped with her depression. I have social anxiety and generalized anxiety disorder and whenever I take percocet I feel absolutely normal again. I become very focused and energetic (much less scatter-brained and terrified of everything) and am very productive. I have told my psycho pharmacologist this but didn&#039;t seem to get anywhere with it. I know that you can&#039;t take this drug forever but it&#039;s too bad there isn&#039;t something that can be learned from this. Interesting that someone else feels the same way.""",positive
"Depression: ""I was on celexa for about 3 months, started with 10 mg. and raised up to 20 when I felt no changes. After going up to 20, i felt constantly tired, drowsy and like a walking zombie. My anxiety and depression only got worse, it caused me to have thoughts of suicide and self harm and I just felt worse overall. My experience on celexa was terrible and I would not recomend this drug at all.""",negative
"Depression: ""I have been on bupropion for about a year, 150mg taken every morning.  I noticed a difference on day 2.  Everything was just normal.  Not bad normal, but good normal, like you woke up after having a really good sleep - and like a weight or pressure has been lifted.  It&#039;s really hard to describe.  Everything seems better. I kid you not.  Music sounds clearer, looking around outside, it looks clearer...like I am out of a fog.  So...I tried an experiment while I went on vacation.  Didn&#039;t take anything for 2 weeks.  My mood slowly returned to negative.  Little things ticked me off, that shouldn&#039;t have.  I decided to go back on.  Same effect on the next day, mood lifted.  It gives me slight insomnia, but also takes away some appetite. Great.""",positive
"Pain: ""I took this for menstural cramps and noticed absolutely no difference at all in pain or mood. Its like taking motrin!
The only thing I get is a little dizzy. I am very disappointed with this medication.
The warning label scared me... when I finally took it I could not believe it did absolutely nothing for the pain.""",negative
"Depression: ""Have been on Prestiq 50 for 2 weeks, was previously on Effexor 75mg for 6 months. Doc has put me on the Prestiq because it is supposed to be easier to wean off of.  I don&#039;t think these meds have helped my depression at all.  The first few day on the Prestiq I was very dizzy, since then I am even more anxious and depressed.  I am seeing my doc in a week to taper off these horrible meds.  NEVER AGAIN.  I also take Adderall XR 25mg twice daily for ADHD, these meds usually calm me.  I am now having to take Klonopin daily just to get by.  Also my hairdresser noticed how much HAIR LOSS I&#039;ve had. I still don&#039;t know if this is from stress, the Effexor, Adderall or my birth control pills, since all meds can have this effect.""",negative
"Anxiety: ""Have taken 2.5 mg a day for 20 years without side effects. Weaned off once in 6 weeks. Convinced I suffered anxiety due to hereditary or deep rooted experienced too deep to ever unravel through therapy. Was successful business exec but was always constrained and my personal life didn&#039;t exist. Suffered and suffered! Went to an Ivy League school and never spoke to a woman. The dependency is over blown. I weaned off once in 6 weeks.  The drug made my life bearable otherwise I would chose not to be here.""",positive
"Pain: ""Great pain narcotic, works in about 20 minutes after oral administration. I am on 4 mg tablets, every six hours, usually one a day does the trick. I also take it in conjuction with 30mg of Oxycontin ER. I can actually get out of bed and do something. Be advised though that withdrwals could be severe. I had withdrawls after last dose twelve hours ago, so you must taper off. Do it with your doctors help though.""",positive
"Anxiety: ""I have a family history of severe mental illness (schizoaffective and bipolar on mom&#039;s side and severe anxiety/panic attacks on dad&#039;s). About 3 years ago I started falling into depression and having severe anxiety attacks. I&#039;m generally a happy and optimistic person, and out of nowhere I&#039;m barely functioning, having some existential crisis, and sitting around at home crying and scared for my husband to leave to even go to the store. On top of that, I started becoming really afraid I would develop psychosis after growing up seeing what my mom dealt with. Decided I wasn&#039;t going to put off dealing with it and saw psych. Lamictal has literally given me my life back without making me feel numb. I still feel like my old, slightly wild self again.""",positive
"Depression: ""I absolutely hated this whole ordeal I have been through. I will start by saying everyone is different and if you are doing great on this medication then I am happy for you. I did not fair as well. It first started with the anger. I am normally not at all angry (I suffer from anxiety and panic disorder mainly) so freaking out about the tiniest things are not me. But I wanted to give it the full 6 weeks so I carried on. Next was the Tinnitus. It was in both ears about once or twice a day (as a 25 year old female this was not normal for me), but again I carried on. Then the horrid anxiety and panic attacks came and didn&#039;t go away. Then I woke up with horrid muscle aches and almost convulsion like tremors. Went to ER and was told to stop meds.""",negative
"Anxiety: ""I have been on Xanax for a few years due to my anxiety discover. This tablet which I only take a quarter of when it is necessary which doesn&#039;t happen very often has helped me sleep and calm down. 
My sister has terminal cancer. 
It also helped me go through tough events.""",positive
"Depression: ""I started having serious health problems that I didn&#039;t think could be related to anxiety, but it was. I went 6 weeks without being able to drive, had extreme weakness to the point on one occasion I didn&#039;t think I could get out of bed. I had an MRI on my brain, an echo on my heart, blood work,  and two tests at the dr to make sure I hadn&#039;t or wasn&#039;t having a heart attack. Spent hundreds seeing a natural dr as well. I tried Paxil, Zoloft, Celexa, and one more and it wasn&#039;t until I took Fetzima that I actually had a real results. I did have increased energy at first starting at 20mg, but I loved waking up with energy. I went to 40mg and did great for 3-4 months. Tonight is my first increase to 60mg. This drug has made a huge difference for me.""",positive
"Depression: ""I been on sertraline hcl 25 mg for a long time and it helped me through the car accident that mom and I was in. I was still taking sertraline when my grandma died  and it helped me get through the toughest time of my life. Sertraline makes me a brand new person out of me. sertraline is the best.""",positive
"Pain: ""I&#039;m a 19 year old male. For majority of my life, I&#039;ve always suffered pain in my spine usually my upper-neck and lower back, later to find out that I have 1-2 herniated discs and 3-4 bulged discs in my C-spine neck alone. This caused constant pain but I was never given anything but low dose oxycodone at best and because of my age NOBODY would prescribe it..if they did it was a blessing but never more than once!

I recently have just broken my back - my lower back that has always been in pain as mentioned above - and broke a vertebrate disc, fractured 3 others, and chipped another, all in my L-spine (lower back). The chipped disc actually I believe was in my neck where my spine pain.

DILAUDID WORKS FOR PAIN ESPECIALLY IF YOU HAVE OPIATE TOLERANCE.""",positive
"Depression: ""Started taking this for depression when I was 17 (16 years ago). After about a week, I had a massive panic attack that lasted for 2 days straight and I&#039;ve had a panic disorder ever since. Medication destroyed my life.""",negative
"Anxiety: ""I used to get very aggravated over what normal people handle. I would go off. Have panic attacks and not know how to deal. Plus, I have tremors in my hands, mostly my right. Once I started taking Xanax the tremors stopped, I could deal calmly with my children when they got out of control. It helps me concentrate easier during the day &amp; sleep well @ nite. It can have side affects though if you don&#039;t take it properly! Take it as prescribed and don&#039;t make yourself go through the withdrawals.""",positive
"Depression: ""I gave this a high score because I got lucky. I went for years struggling with depression, weary of Big Pharma, self-medicating. Finally a friend took me to a doctor. The first drug she prescribed was Effexxor. I was prescribed the 75mg capsules. I found it to be too much for me, so I take one every other day. The only side effects I feel are from withdrawals if I skip a few days, and &#039;ditziness&#039; if you will. Other than that, managing my depression has changed my life. My weight has even dropped because I used to self medicate with food. I do recommend taking only the lowest dose possible for your symptoms. I am not a big fan of prescription drugs, but this was a lifesaver for me.""",positive
"Anxiety: ""I have been on 1 mg 3 x daily for anxiety for approximately 1 year and 0.5mg 2 x daily for the last 6 years. It was a life saver during times of anxiety and stress during my divorce and recently during my discovery of bipolar illness.  It works wonderfully for irritability with other drug reactions. Recently I was taken off the drug by my doctor because of habit forming controversy. Didn&#039;t think I was addicted because I took only on an as needed basis and did not follow directions precisely. Although I did experience severe irritation within 3 to 10 days of being off medication, I still feel for many people this medication is a necessity.""",positive
"Depression: ""I have been on Paxil for a long time, years.  I was hospitalized for my Bipolar Disorder and they increased the dose from 20-40mg.  I got very agitated and very out of sorts.  When I saw my psychiatrist she put the dose back to 20mg and I&#039;m doing good again.  More isn&#039;t always better!""",positive
"Depression: ""I have been taking Wellbutrin XL 450mg/day for 9 years, the brand only (I have done some personal research about brands versus generics and do not believe that generics are as good, effective, or reliable as brands). This medication saved my life, so I guess that I was lucky that it suited me. Within the first year I remember having a dry mouth, more energy, loss of appetite, and a weight loss. With time these side effects stopped. I have now no side effects, and what this medication clearly helped me with is to still feel myself and going through my emotions without falling into the hole of depression. So I feel functional, which was not the case before taking it (for example satying in bed because of feeling a deep sadness etc...).""",positive
"Anxiety: ""My son was a heroin addict which upon learning about it sent me to a very high anxiety level. If he wouldn&#039;t answer the phone by the time I drove home in my mind I thought for sure he was dead. This medicine made me normal again no thoughts like before no crying episodes and just calm. I&#039;m on 10 mg been on it 2 years. Just feeling great""",positive
"Depression: ""I&#039;ve suffered severe depression for the last 20 years. I&#039;ve been on Zoloft, Paxil, Prozac, Wellbutrin, Effexor, Celexa, Cymbalta and Lexapro. My neurologist prescribed Pristiq 2 months ago. I recently told her at my follow-up visit, &quot;For the first time in 20 years, life doesn&#039;t suck.&quot; I wake up in the morning well-rested. My mind is clear. When I go to bed at night, I&#039;m actually tired (no more insomnia!) and I sleep really well. I used to be a stress eater; now I only eat when it&#039;s meal time and have less of an appetite. The only negative side effect for me has been constipation, but it&#039;s manageable. I had pretty much given up any kind of hope that feeling better was possible. I&#039;m glad I was wrong!""",positive
"Anxiety: ""Lexapro has changed my life....I am an alcoholic who could never be in social situation without drinking...when I became sober I isolated myself from crowds, friends, working etc until I found lexapro which has cured me of my anxietities and I can now have a normal life without drinking.  I&#039;m the me I was before I started drinking and couldn&#039;t be happier.  I also hear people say they&#039;ve gained weight I have actually lost five pounds doing my normal activities and eating healthy """,positive
"Depression: ""I&#039;m 17 and have struggled with depression, ADD/ADHD, and severe anxiety my entire life. A couple months ago I started getting worse and recently I&#039;ve become extremely suicidal and the pain inside was debilitating. I never thought an anti depressant would help but finally reached out for help. Today was day 1 of 150 mg XL. I didn&#039;t expect to feel anything yet, but I am completely astonished by how well I feel. I haven&#039;t felt like this in longer than I can remember. I had become a slug and felt dead. But today I have had so much energy and motivation. I haven&#039;t cried today and that&#039;s something I&#039;ve done every day lately. No suicidal thoughts. Seems to increase libido. No serious side effects that I can see yet. So grateful for Wellbutrin.""",positive
"Pain: ""Prescribed Tramadol 8 X 50g (400mg) daily for TN (Trigeminal Neuralgia). Advantages: Reduces pain by about 80%, so can function on a daily basis. Appetite suppressant. Don&#039;t feel the need to drink alcohol to excess. Much calmer, happier and more focused. Disadvantages: Dry mouth, itching, slight constipation and occasional insomnia. Advantages far outweigh disadvantages, in my opinion. Would recommend.""",positive
"Depression: ""I have suffered from Major Depression since I was 17, or at least that is when I was diagnosed.  I believe it started when I was 13.  I have been on medication every since and I am now 44.  I came across Tramadol because I have Fibromyalgia and I use it to lessen my pain.  I take 50 mg in the morning and if my pain is unbearable I will take another 50 mg in the late afternoon.   It doesn&#039;t take all my pain away but I can function since I work full time and go to school too.  The most miraculous part of all of this is that my depression while on this is completely gone.  I have to be careful since I am already on anti-depressants that are a serotonin uptake that I don&#039;t ever over do it, because of Serotonin  Syndrome.  Feel like myself :)""",positive
"Depression: ""one of the worst medication ever causes nightmare and makes u depressed and panicky""",negative
"Depression: ""I take prestiq for anxiety (first) &amp; depression. I don&#039;t know what the true definition of &quot;normal&quot; is but, this is the closest I&#039;ve felt to it in quite some time.  My most recent attempt of feeling &quot;normal&quot; was with 8 years/ lexapro. My concentration level was on point &amp; my anxiety level was low but,  the zombie like feel, the lack of sex drive &amp; weight gain eventually drove me to find an alternative. After several failed attempts with various other options, I can say that prestiq has proven to disprove most, if not all, of my concerns. Yes,  I still get fiery mad at times (with good reason) but, it&#039;s controllable. Yes, I still get sad/anxious but,  there are tangible reasons &amp; I am now able to pull myself out a lot sooner.""",positive
"Anxiety: ""I had to start at 5 mg and work my way up because I&#039;m a baby, but I definitely feel better and oddly enough, my headaches have improved after 20 years. I don&#039;t feel any different, I&#039;m just worrying less and not feeling the physical symptoms of anxiety. It still comes and goes a small bit, but it&#039;s WAY better!""",positive
"Pain: ""I take 2 Norco 10/325 every morning with 800mg Ibuprofen for lower back pain due to 2 herniated discs from an injury in 2005. They are only partially effective. I have built up a tolerance to pain medicines. Even during radio surgery, the sedation I was given did very little. My doctor just gave me Morphine to use at night to help me sleep, but I am allergic to sulfur and the drug is actually called Morphine Sulfate. I am afraid to take it because of the potential side effects(hives). I&#039;m waiting for authorization for disc replacement surgery, so hopefully I won&#039;t need pain medicines in the future.""",positive
"Pain: ""The VA now dispenses the Mylan patches instead of the Qualitest. They are not even remotely comparable, plus the Mylan patches give me a headache. Do not accept these patches as you will be disappointed and will waste your money.""",negative
"Anxiety: ""I have emphysema related anxiety and Xanax is the only thing that helps me. It does not get rid of the anxiety attacks but is strong enough to manage getting my anxiety attack under control. The quality of my life is unbearable without this medication.""",positive
"Anxiety: ""I feel like Xanax saved me. I had a very rough childhood with my father addicted to drugs, lost our house, had to raise my sisters because my mom had to get a full time job. I was going down a very bumpy road. I finally settled down with my now soon to be husband, and with the persuasion of him and my father (now sober, and also has anxiety) At age 18 I finally broke down and decided to go talk to a doctor. He prescribed me to multiple anti-depressants that made everything worse. He then put me on Xanax, I&#039;ve never been so stress free. I have held down the same job, I&#039;m doing well in school and again, and maintained a healthy relationship. I&#039;m a changed person at 21 years old.""",positive
"Depression: ""Bad thoughts.  Worsening depression gained 35 lbs in 6 months.  Liver enzymes slightly off.  I feel like a cow. I stopped taking it and am taking lexapro but still gaining weight. I have always been thin.""",negative
"Anxiety: ""After reading all of the comments I had to comment also. I have taken Buspar for 8 years. I have noticed a lot of weight gain, which I thought was from this medicine. I have not seen that in anyone&#039;s comment. So I am now thinking it is my lifestyle. I do get dizzy so I have to lay down for 30 minutes after every dose. I am supposed to take 1/2 pill twice a day but laying down is not an option for me on most days so I skip a dose or two. Sometimes I do not take it for weeks. I do notice when I take it for a few days like I should that when I miss a dose I am even more agitated/aggravated/anxious and as one said looking for the bad that is around the corner. Thank you all for helping me decide to finally take this as I am supposed to.""",positive
"Depression: ""I&#039;ve suffered from depression and anxiety for as long as I can remember. It finally got so bad that I had no choice but to go to the doctor. I hoped going on medication would enable me to function again. This stuff has far surpassed that! I&#039;m happy and motivated and energetic now. I only wish I started this years ago! LOVE IT!!! :D""",positive
"Anxiety: ""Wonderful takes stress away""",positive
"Depression: ""I recently (within the last year) started suffering from panic attacks. They were sudden and brought on out of nowhere. I&#039;ve always suffered from anxiety, but given recent life changes, it had taken it&#039;s nasty toll into debilitating panic attacks. I had become so anxiety ridden that I was forgetful, overwhelmed and my mind felt like a racetrack. My doctor prescribed me 20 mg of fluexotine (generic Prozac) and I took it for about 2 weeks before I quickly realized it wasn&#039;t for me. I discovered St. John&#039;s Wort and Valerian Root and they have completely changed my life. The weight off the world is off of my shoulders and I feel so much more balanced. No more panic attacks and anxiety has been greatly reduced.""",positive
"Anxiety: ""My issue is anxiety.  I have tried Effexor, Lexapro, Prozac, and finally Cymbalta.  Last month, I told my doctor I was done with these medications.  I was willing to live with the anxiety because the uncontrollable weight gain was making me depressed.  He listened and prescribed a very low dose of Cymbalta.   Thank you so MUCH.  I feel so much better.  I am finally able to lose weight without trying.  Before, I could not convince myself to even diet for one day. It was impossible. Never an issue prior and now thankfully I have control over my eating.  I was always ambivalent about everything.  Now things impact me within reason.  I don&#039;t obsess but I still care.""",positive
"Anxiety: ""This works GREAT! I would recommend it to anyone. I love how I have to keep taking Xanax throughout the day. I&#039;ve been taking it for 3 months now.""",positive
"Depression: ""I have went many yrs thinking I was not depressed. My symptoms were anxiety, mood swings and irritability and low energy. Other Drs tried antidepressant s and they always made me tired.  Lamotrigine has truly shown me that it was depression. I have a much better mood and sense og calmness plus a little motivation boost!""",positive
"Pain: ""Embeda has changed my life.  I can actually walk, sweep, do normal things again.""",positive
"Pain: ""I broke my upper arm and was given 5-325 for pain.  It was very effective with no noticeable side effects.  I slept really well, too, even in the sling.""",positive
"Depression: ""I used to experience severe panic attacks every single day until I decided to see a doctor.  Have not had a single attack since I started on pristiq.  Best antidepressant I have ever taken.""",positive
"Depression: ""I never write reviews but this time I had too.  I am 24 years old and had depression since I was in fifth grade. It was manageable up until I graduated high school. When I started working in taking on more responsibilities I started getting depression really bad . To the point I cannot handle anything anymore. I tried Venlafaxine for 5 years.  It worked good on the mood and the depression but as it went on the side effects kept getting worse and worse which made me stop taking it. Terrible withdrawal. I then took mirtazapine for 6 months didn&#039;t work. Now taking lamotrigine at 100 mg - (after upping slow) Took about two months, I have never felt this good in a long time! No more worrying no more depression! I highly recommend this!!!""",positive
"Pain: ""I am a 26 year old woman and I have 2 kids. I was in a really bad wreck in December 2006. I was rear ended at 55mph while I was sitting still in a construction zone. My doctor put me on percocet for the neck and back pain. It felt like a wounder drug to me. I have had a lot of medical problems in my life and I still do, it as been one surgery after another and percocet is the best pain medication that I have ever taken. Percocet is the best.""",positive
"Pain: ""I went into the hospital over the weekend for a pancreas attack.  Nothing can be done for you other than pain management.  I was given Demerol via IV and had the best sleep of my life that entire weekend.  It was almost like a great vacation.  It went in the IV, I said bye bye, and fell asleep for hours with no pain.  I loved it, no withdrawal symptoms, no side effects.  """,positive
"Anxiety: ""This medicine has given me my life back. I went to the ER three times last week alone, and was finding myself in the ER twice a week on a regular basis. Finally the doctor there prescribed me this medicine. It works wonders, and puts my anxiety to a minimum. It helps with the chest and throat tightness. I feel great. The only downside is after about 4 hours my symptoms come back. So I take another and am once again feeling better! I&#039;d recommend it to anyone suffering severe anxiety.""",positive
"Pain: ""Love it! Nothing better, works wonders for chronic migraines and arthritis plus it gets me back on my feet as if I was a teen again. Gives me the little boost needed to get me through my day with limited side effects. I would recommend doctors prescribe this medicine over any other narcotic pain killers. This pill has really saved my life. It&#039;s truly amazing.""",positive
"Depression: ""My fiance and I broke up, which made me depressed. 3 weeks later, my mother passed away. I couldn&#039;t stop crying. A hospital was testing anti-depressants on me. We decided that Zoloft worked best on me. It made it easier to cope &amp; I finally stopped crying. Eventually I was able to get back to my normal life. I took it for about 2 months.If it makes you tired, take it before bed, which I did. I believe it saved my life.""",positive
"Depression: ""This was for my MDD,BPD, and OCD, I hated this. Sick all the time. If I didn&#039;t eat, meds made me sick. If I did, they&#039;d screw with my stomach. Everything was worse. Black and white is an understatement. I was significantly worse on these meds than without. Withdrawals were terrible. The only good thing was that insurance covered a lot of it.""",negative
"Anxiety: ""I am going through a very difficult time in my life with my fiance being diagnosed with stage 4 renal failure. I am the sole provider of our family and was waking up to what felt like someone scared me or a heart attack. It was so scary and when I addressed this to my Dr. He informed me that it was stress waking me up out of a dead sleep. I have had stress and anxiety before but this was entirely different from what I&#039;ve been through before. I started taking this and ever since then I&#039;ve been so grateful. I still have stress  but I can manage it now and don&#039;t feel like I&#039;m going to die in the middle of the night.""",positive
"Depression: ""Changed my life within a month of taking.  initially gave me upset stomach but the wait was worth.  My wife said she &quot;felt like she was walking on egg shells&quot;,  Now more I am relaxed and a better husband.  Sex drive has been affected but I can live with that just being happy and enjoying life again.""",positive
"Depression: ""Giving it a 10 after only 3 days might sound odd but comparing to other meds I have been on, it&#039;s a 10.  I was on Lexapro 20mg and Wellbutrin for a year and a half.  Stopped the meds cold turkey for a year.  (Not a smart move). I had no feelings at all and I looked physically off. I had the distance look in my eyes all the time.  Plus I gained 40lbs over the course of this 2 1/2 years. So I finally go to a new doctor and explain my feelings and he says I have SMD and anxiety.  He mentioned this Viibryd.  Day 1 I had that upset stomach feeling at night had a hard time sleeping, same thing with Day 2, Today is day 3 and I feel awesome, slept well and woke before my alarm.  I love this. Can&#039;t wait to see what the future holds.""",positive
"Depression: ""It was a horrible experience for me. So many side effects. I used to only have to wear my glasses at times. It eliminated any sexual experiences. I was only on it for 30 days. I called the doctor after 2 weeks to tell him what was going on but he said to give it a month. """,negative
"Anxiety: ""Best anti-anxiety medicine yet.""",positive
"Pain: ""Does wonders for pain! I&#039;ve tried several other medications and have had the best results by far from Vicoprofen.""",positive
"Anxiety: ""Used it for 12 years and it was a life saver great medicine.""",positive
"Depression: ""I was taking bupropion 150xl for two months...in the beginning I had energy and felt great. Then the effect started wearing off.....ordered the name brand Welbutrin and started the first dose and felt fantastic. My advice is to avoid the generic and purchase the name brand....huge difference.""",positive
"Depression: ""I have had OCD and anxiety for 26 years, Prozac worked for about 7 yrs. Then pooped out, Zoloft was next.  It lasted another 7 yrs then pooped out. Then came Lexapro and I only got 2 yrs out of it and then had my first major depressive episode.  Lasted 9 mnths while Dr. was trying Effexor XR.  It helped the depression, but not the OCD.  Went to a new Dr. and was put on Viibryd starter pack and when I was up to 40 mgs. I had my life back. Recently, my doc upped the dosage to 60 mgs. because I was still obsessing about getting the depression back.  Been on the 60 mg. dose for a few days and it actually made my OCD and anxiety worse, however, when I called the Dr., he said that is normal when switching dosages and will go away.""",positive
"Anxiety: ""Took me almost 20 years to get to the bottom of anxiety, panic, and obsessive unwanted thoughts. Finally in a 3 day uncontrollable stint of anxiety and panic with zero sleep and zero relaxation I went to my doctor, he gave me Klonopin to get it settled down. It was almost like heaven to feel like a normal human being again. I have always been a confident enthusiastic person but this sickness took me to the bottom.
Thank God the medical community finally (after many visits to different doctors with no luck) told me that I have anxiety/panic syndrome. 0.5 milligrams as needed maybe once or twice a week. I would be a broken man without this answer.""",positive
"Depression: ""I was one if the unlucky ones, and experienced a ton of negative side effects from Viibriyd: sleep paralysis, falls, insomnia, increased anxiety/panic, loss of concentration, a carnival of digestive effects, dizziness, loss of appetite, forgetfulness, etc. Each increase in dosage made the side effects worse.

If I&#039;d had a fraction of my usual judgment I would have asked to be taken off of it after the first week.

I&#039;m currently tapering off, and for me, the withdrawal symptoms are totally preferable to the side effects.

Viibryd is great for a lot of people, and that&#039;s awesome. If it is making you feel worse than when you started, stay in close contact with your doctor and do not hesitate to question whether you should stay on it.""",negative
"Depression: ""Best thing to happen to me. Wish I would have done this years ago.""",positive
"Anxiety: ""Very happy with my experience taking 50 mg. as needed for anxiety and insomnia issues. This med takes the major edge off and calms me and I sleep well. I am also taking Lexapro, which controls my panic attacks but I still experience occasional episodes and this med is perfect. Gets a 10 as a non-addictive alternative to benzos!""",positive
"Pain: ""Its a great drug for pain, I have been on every pain med out there and this as by far been the best, For you people who say &quot;I took 2 tabs about 90 mins apart. Did not sleep a wink all night. I will discontinue taking this medicine. &quot; And things like that.  You need to give it more then a day  or even a month to work itself into your system. Give it time.""",positive
"Pain: ""This was my first experience with any pain medication beyond the over the counter variety. I had surgery for Crohn&#039;s Disease: bowel resection. Due to the complex nature this required fully opening up my abdomen. I was given Dilaudid through my IV every 4 hours. It totally relieved my pain. Everywhere that warm glow touched the pain disappeared. After about 20 minutes I would fall asleep and would wake up an hour later. The pain free feeling would last for about 3 hours. """,positive
"Depression: ""I&#039;ve been taking Bupropion 1 pill 150mg once a day for anxiety and depression for a month and it hasn&#039;t really been working. I feel the same way. The first day I felt that it limited my brain somehow, but that was all. And I find myself not being able to sleep at all at night ever since I started taking it. I&#039;ve been sleeping 2-3 hours. Maybe I should take a higher dose or change medication.""",negative
"Depression: ""Only been on this for 3 days but don&#039;t think I can take this medicine anymore. Important note this was added to 50mg Zoloft. I have really bad depression and anxiety and fatigue in the mornings. First night I took Remeron hadn&#039;t slept in 20 hours, hadn&#039;t eaten for 8 hours, thought it would help me sleep. Wrong, couldn&#039;t lie still and massive erection for 2 hours, finally got up after 4 hrs tossing and turning ate something then was able to sleep.  2nd night I took with dinner had tacos I ate like 7 tacos, couldn&#039;t stop. Went to sleep 45 mins later even though I was not tired at all, woke up 12 hours later. Incredibly hard to get out of bed felt like I was hit by a train all day.""",negative
"Depression: ""Over the past 11 years, I&#039;ve been on every antidepressant on the market (well, besides the MAOIs).  Cymbalta does something for me that NOTHING else can, and for that I&#039;m both glad and thankful.  Nothing is perfect, but this is the best thing out there, in my experience.""",positive
"Depression: ""I was severely depressed before deciding to try this medication. I recently graduated (May 10) with my second B.S.  I am also a mother. I knew before that I wasn&#039;t happy like I should be.  I never ever was proud of my accomplishments, it was difficult for me to do daily tasks and play with my daughter.  I was never happy. When I graduated with my bio degree, I sunk really low, the weight above my head felt like a building was being held on top of me.  A friend suggested depression. I decided to talk to my doctor about it and we gave Paxil a try.  I felt better almost immediately.  Within 1 week I can honestly say the weight was gone and I felt better than I have in a REALLY long time. It has changed my life! Highly recommend!""",positive
"Depression: ""I take prestiq for anxiety (first) &amp; depression. I don&#039;t know what the true definition of &quot;normal&quot; is but, this is the closest I&#039;ve felt to it in quite some time.  My most recent attempt of feeling &quot;normal&quot; was with 8 years/ lexapro. My concentration level was on point &amp; my anxiety level was low but,  the zombie like feel, the lack of sex drive &amp; weight gain eventually drove me to find an alternative. After several failed attempts with various other options, I can say that prestiq has proven to disprove most, if not all, of my concerns. Yes,  I still get fiery mad at times (with good reason) but, it&#039;s controllable. Yes, I still get sad/anxious but,  there are tangible reasons &amp; I am now able to pull myself out a lot sooner.""",positive
"Anxiety: ""This didn&#039;t agree with my body at all.  After only 2 or 3 days I was convulsing, vomiting, diarrhea and was very lethargic.  I was on a very low dosage. (10 mg)""",negative
"Depression: ""I was on Paxil....in hopes of trying to find a drug perhaps more effective my doctor put me on Viibryd.  I was weaned off of Paxil in 3 weeks, and put on Viibryd.  After 3 weeks on the drug, I started having the absolute worst panic attacks of my life.  My poop turned green, and I had sleep paralysis!!! NO DRUG should EVER do that to a  person...I weaned off this poison and I am through with psychiatrists.  I do not recommend this drug to anyone!  I was in complete misery for months and took my body a while to get back to where it was.""",negative
"Anxiety: ""This medicine is great. I instantly start feeling calm from head to toe. I like the fact that I don&#039;t have to wait 30 minutes or so for it to kick in. I would recommend this to anyone that needs to have a day life. I also like that I can take it and still function at work.""",positive
"Depression: ""I have been on Pristiq for 6 days this is the best I have felt in years. I have been on antidepressants for years.No side effects.""",positive
"Depression: ""This is a wonderful medicine despite the MAOI stigma. It truly works!""",positive
"Pain: ""For some reason this is the only pain killer I can tolerate. I have been prescribed different types of medicines and they are either to strong or don&#039;t work. The only problem I have is when you tell the doctor this they act like you are a addict, which I am not. I am just telling them what works for me so I don&#039;t waste my money on a script that doesn&#039;t work. Doctor&#039;s can&#039;t figure out why I have chronic pain.""",positive
"Anxiety: ""I have panic attacks the night before air travel and they are horrendous. I am a shivering, cold sweating mess and all I can think about is &quot;I&#039;m gonna die&quot; as my mind becomes compromised and my heart is trying to get out of my chest. Diazapam is great. I take 4mg as I feel the attack starting and the medicine starts taking effect within 30 minutes. After an hour I am much more relaxed and can contemplate sleep. This effect lasts 10 hours then I crash as the medicine wears off and then the symptoms take over. I top up with 2mg as and when needed through the day. A panic attack only lasts up to 10 minutes but the symptoms can last for me up to 24 hours so taking that 2mg now and again keeps me strong. Diazapam means I can travel again.""",positive
"Pain: ""With the use of this with my Opana 30 MG it has definitely improved my quality of life. Before I couldn&#039;t get out of bed now life is bearable again. """,positive
"Depression: ""Wellbutrin has helped me a great deal. In response to one person who said they are having trouble sleeping...after 10 years on this anti-depressant with doses going up and down by 100 mg a day.  Difficulty sleeping has always been a  sign of a dosage that was too high.  If I have trouble sleeping, and headaches that feel tight in the back of my head, and feel easily irritated, lowering my dose by 50mg usually fixes the situation within 3 weeks.""",positive
"Depression: ""When I was prescribed this, it didn&#039;t seem to help me at all, just made me feel like I had maybe one too many beers in me.""",negative
"Anxiety: ""35 years on ativan""",positive
"Depression: ""I was on this medicine 3 months for depression and it didn&#039;t do anything for me. Infact I think it made me feel worse. I had the shakes, anxiety at times and of course depression and aches. """,negative
"Pain: ""I have taken Ultracet for 10 years for pain. I have had surgery on both knees and I was in a bad car wreck that damaged the nerves in my neck. Ultracet takes the edge off the pain and makes it easier to cope with. Thanks to Ultracet I have led a relatively normal life. Without it I hurt so much that I don&#039;t want to do anything. I take four a day now and ten years ago I started with one. I take up to four a day based upon my activity level for the day.""",positive
"Anxiety: ""I&#039;m a 48 year-old male, 6-2, 230lbs. I&#039;ve been taking Klonopin off and on now for the last year. It works pretty well for anxiety and takes about 40 minutes to kick in. I take 0.25mg twice daily. I just started taking Lexapro 20mg and have been on it for about four weeks. Not sure if it&#039;s doing much. We&#039;ll see in about another 4 weeks if I can stop the Klonopin. I have to agree with others, Xanax works well and quickly, but leaves your system quicker and leaves you more anxious. Klonopin seems to be a little bit smoother and longer lasting about 3-4 hours at 0.25mg. This medicine gets a bad rap due to the people who abuse it. I&#039;m in Law Enforcement and I see it every day who abuse these.""",positive
"Pain: ""Scary medicine given for migraine, sent home. Had hallucinations bad. """,negative
